block,task,setting,variant,runs,mean_p_event,delta_p_event,ci95_delta_p_event,mean_illegal_mass,delta_illegal_mass,low_p_event_rate,unconstrained_event_rate,delta_unconstrained_event_rate,constrained_event_rate,char_accuracy,delta_char_accuracy,constrained_char_accuracy,delta_constrained_char_accuracy,exact_sequence_accuracy,delta_exact_sequence_accuracy,constrained_exact_sequence_accuracy,delta_constrained_exact_sequence_accuracy,mean_nll,hidden_conflict_rate
real_main,invoice_6d,real_l25_u100,B0_unconstrained,2,0.9110549264152845,0.0,0.0,0.08894507358471554,0.0,0.0,1.0,0.0,1.0,0.8288888888888888,0.0,0.8288888888888888,0.0,0.24666666666666667,0.0,0.24666666666666667,0.0,0.6881787745157877,0.0
real_main,invoice_6d,real_l25_u100,B2_event_0.1,2,0.907995421787103,-0.003059504628181442,0.0009974648078283964,0.09200457821289698,0.003059504628181442,0.0,1.0,0.0,1.0,0.8202777777777778,-0.00861111111111107,0.8202777777777778,-0.00861111111111107,0.225,-0.021666666666666667,0.225,-0.021666666666666667,0.7303877545727624,0.0
real_main,invoice_6d,real_l25_u100,B2_event_0.5,2,0.9440566684802374,0.03300174206495288,0.007149848417440951,0.05594333151976266,-0.03300174206495288,0.0,1.0,0.0,1.0,0.8608333333333333,0.0319444444444445,0.8608333333333333,0.0319444444444445,0.34833333333333333,0.10166666666666666,0.34833333333333333,0.10166666666666666,0.5911986029148102,0.0
real_main,invoice_6d,real_l25_u100,B4_semi_event_0.1,2,0.972985320687294,0.061930394272009526,0.017107338392734508,0.027014679312706014,-0.061930394272009526,0.0,1.0,0.0,1.0,0.8555555555555555,0.026666666666666672,0.8555555555555555,0.026666666666666672,0.3416666666666667,0.095,0.3416666666666667,0.095,0.6029855064551035,0.0
real_main,invoice_6d,real_l25_u100,B4_semi_event_0.5,2,0.9921845557292301,0.08112962931394574,0.01589185535510377,0.0078154442707698,-0.08112962931394574,0.0,1.0,0.0,1.0,0.8744444444444445,0.04555555555555563,0.8744444444444445,0.04555555555555563,0.4066666666666667,0.16,0.4066666666666667,0.16,0.48001424564255607,0.0
real_main,invoice_6d,real_l25_u100,B5_rule_feature_0.8,2,0.9411576125025749,0.030102686087290442,0.005953281505902554,0.0588423874974251,-0.030102686087290442,0.0,1.0,0.0,1.0,0.8508333333333333,0.02194444444444449,0.8508333333333333,0.02194444444444449,0.32,0.07333333333333333,0.32,0.07333333333333333,0.6074703654978011,0.0
real_main,invoice_6d,real_l25_u100,B6_pr_style_tau0.8,2,0.9328716051578522,0.021816678742567708,0.013021402585506468,0.06712839484214783,-0.021816678742567708,0.0,1.0,0.0,1.0,0.8527777777777777,0.023888888888888904,0.8527777777777777,0.023888888888888904,0.33499999999999996,0.08833333333333332,0.33499999999999996,0.08833333333333332,0.6191039015187157,0.0
real_main,invoice_c6d,real_l25_u100,B0_unconstrained,2,0.8942546908557415,0.0,0.0,0.1057453091442585,0.0,0.0033333333333333335,0.9866666666666666,0.0,1.0,0.8785714285714286,0.0,0.8788095238095238,0.0,0.3466666666666667,0.0,0.34833333333333333,0.0,0.5080588487216404,0.0033333333333333335
real_main,invoice_c6d,real_l25_u100,B2_event_0.1,2,0.8912335360546907,-0.003021154801050807,0.001278382841746053,0.10876646394530931,0.003021154801050807,0.0033333333333333335,0.9883333333333333,0.0016666666666667052,1.0,0.8716666666666667,-0.006904761904761858,0.871904761904762,-0.0069047619047619135,0.31833333333333336,-0.02833333333333332,0.32,-0.02833333333333332,0.535271985303788,0.0033333333333333335
real_main,invoice_c6d,real_l25_u100,B2_event_0.5,2,0.9280556325117747,0.0338009416560332,0.006851077852646575,0.0719443674882253,-0.0338009416560332,0.0,0.995,0.00833333333333336,1.0,0.8990476190476191,0.02047619047619048,0.8990476190476191,0.02023809523809522,0.42166666666666663,0.07500000000000001,0.42166666666666663,0.07333333333333333,0.45285405658540273,0.0
real_main,invoice_c6d,real_l25_u100,B4_semi_event_0.1,2,0.9638310011227925,0.06957631026705102,0.013110911546150822,0.03616899887720748,-0.06957631026705102,0.0,0.9966666666666666,0.010000000000000009,1.0,0.8995238095238095,0.020952380952380945,0.8995238095238095,0.020714285714285685,0.43166666666666664,0.08500000000000002,0.43166666666666664,0.08333333333333334,0.4535450313204811,0.0
real_main,invoice_c6d,real_l25_u100,B4_semi_event_0.5,2,0.9879485506812731,0.09369385982553163,0.013841009058554897,0.01205144931872687,-0.09369385982553163,0.0,1.0,0.013333333333333364,1.0,0.9121428571428571,0.033571428571428585,0.9121428571428571,0.033333333333333326,0.48333333333333334,0.1366666666666667,0.48333333333333334,0.135,0.37693197659083777,0.0
real_main,invoice_c6d,real_l25_u100,B5_rule_feature_0.8,2,0.9311329369743665,0.036878246118625,0.0047939359486102884,0.0688670630256335,-0.036878246118625,0.0,0.9966666666666666,0.010000000000000009,1.0,0.8969047619047619,0.018333333333333368,0.8969047619047619,0.01809523809523811,0.42000000000000004,0.07333333333333336,0.42000000000000004,0.07166666666666668,0.455024277142116,0.0
real_main,invoice_c6d,real_l25_u100,B6_pr_style_tau0.8,2,0.9194828429818154,0.025228152126073877,0.0037200795948505224,0.08051715701818463,-0.025228152126073877,0.0033333333333333335,0.99,0.003333333333333355,1.0,0.9014285714285715,0.022857142857142854,0.9019047619047619,0.023095238095238058,0.43833333333333335,0.09166666666666667,0.44,0.09166666666666667,0.4428979007403056,0.0033333333333333335
real_main,stock_5d,real_l25_u100,B0_unconstrained,2,0.9233719489971797,0.0,0.0,0.07662805100282033,0.0,0.0,1.0,0.0,1.0,0.823,0.0,0.823,0.0,0.31,0.0,0.31,0.0,0.6405930361747741,0.0
real_main,stock_5d,real_l25_u100,B2_event_0.1,2,0.9205521376927694,-0.00281981130441028,0.00137040753364573,0.07944786230723061,0.00281981130441028,0.0,1.0,0.0,1.0,0.8156666666666668,-0.007333333333333303,0.8156666666666668,-0.007333333333333303,0.285,-0.02500000000000001,0.285,-0.02500000000000001,0.6821695590019226,0.0
real_main,stock_5d,real_l25_u100,B2_event_0.5,2,0.949675995806853,0.026304046809673298,0.007817806462446841,0.05032400419314703,-0.026304046809673298,0.0,1.0,0.0,1.0,0.86,0.03699999999999998,0.86,0.03699999999999998,0.42666666666666664,0.11666666666666667,0.42666666666666664,0.11666666666666667,0.5526698479652404,0.0
real_main,stock_5d,real_l25_u100,B4_semi_event_0.1,2,0.9719617069760959,0.04858975797891618,0.01088697756528849,0.02803829302390415,-0.04858975797891618,0.0,1.0,0.0,1.0,0.8413333333333333,0.018333333333333313,0.8413333333333333,0.018333333333333313,0.3733333333333333,0.06333333333333332,0.3733333333333333,0.06333333333333332,0.5907016636530558,0.0
real_main,stock_5d,real_l25_u100,B4_semi_event_0.5,2,0.9915308581789335,0.06815890918175382,0.014436360593636791,0.008469141821066506,-0.06815890918175382,0.0,1.0,0.0,1.0,0.8793333333333333,0.056333333333333346,0.8793333333333333,0.056333333333333346,0.49833333333333335,0.18833333333333335,0.49833333333333335,0.18833333333333335,0.4648726970354716,0.0
real_main,stock_5d,real_l25_u100,B5_rule_feature_0.8,2,0.9494081745545069,0.026036225557327264,0.0071224683125813,0.050591825445493066,-0.026036225557327264,0.0,1.0,0.0,1.0,0.8506666666666667,0.027666666666666617,0.8506666666666667,0.027666666666666617,0.3933333333333333,0.08333333333333331,0.3933333333333333,0.08333333333333331,0.564311837832133,0.0
real_main,stock_5d,real_l25_u100,B6_pr_style_tau0.8,2,0.9366402780016263,0.013268329004446688,0.0043963013609249505,0.06335972199837364,-0.013268329004446688,0.0,1.0,0.0,1.0,0.8453333333333333,0.022333333333333316,0.8453333333333333,0.022333333333333316,0.38,0.07,0.38,0.07,0.588798175573349,0.0
